,associatedCards,associatedCardRefs,assets,region,regionRef,attack,cost,health,description,descriptionRaw,levelupDescription,levelupDescriptionRaw,flavorText,artistName,name,cardCode,keywords,keywordRefs,spellSpeed,spellSpeedRef,rarity,rarityRef,subtype,subtypes,supertype,type,collectible,set
106,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ013T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ013T1-full.png'}]",Piltover & Zaun,PiltoverZaun,0,0,0,Discard your hand. Draw 3. Deal 3 to an enemy.,Discard your hand. Draw 3. Deal 3 to an enemy.,,,"Progress, whatever the price.",Rafael Zanchetin,Reckless Research,01PZ013T1,['Skill'],['Skill'],,,None,None,,[],,Ability,False,Set1
107,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ002.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ002-full.png'}]",Piltover & Zaun,PiltoverZaun,3,4,2,"When I'm summoned, create in hand a card from your regions for each <link=card.me><style=AssociatedCard>Back Alley Barkeep</style></link> you've summoned this game. <style=Variable></style>","When I'm summoned, create in hand a card from your regions for each Back Alley Barkeep you've summoned this game. ",,,"""Yeah mate, it's got a slight kick the same way the Sump's got a slight smell. Bucket's by the songspinner.""",SIXMOREVODKA,Back Alley Barkeep,01PZ002,[],[],,,COMMON,Common,,[],,Unit,True,Set1
108,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI002.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI002-full.png'}]",Shadow Isles,ShadowIsles,1,1,1,,,,,"""What are you afraid of? It's just ONE little spider."" - Lord Sassen, Hapless Aristocrat",SIXMOREVODKA,Spiderling,01SI002,[],[],,,None,None,SPIDER,['SPIDER'],,Unit,False,Set1
109,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI005.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI005-full.png'}]",Shadow Isles,ShadowIsles,5,10,5,Reduce my cost by 1 for each ally that died this game.,Reduce my cost by 1 for each ally that died this game.,,,"Once a beast of burden for a kingdom long forgotten, this monster now scavenges across forgotten battlefields, adding scrap to its shell, and the souls of the dead to its core.",SIXMOREVODKA,Scuttlegeist,01SI005,['Fearsome'],['Fearsome'],,,RARE,Rare,,[],,Unit,True,Set1
110,[],"['01FR038T2', '01FR038T1', '01FR038T3']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR038.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR038-full.png'}]",Freljord,Freljord,5,4,3,<link=vocab.Attack><style=Vocab>Attack</style></link>: <link=keyword.Frostbite><sprite name=Frostbite><style=Keyword>Frostbite</style></link> the <link=vocab.Strongest><style=Vocab>Strongest</style></link> enemy.,Attack: Frostbite the Strongest enemy.,"You <link=keyword.Frostbite><sprite name=Frostbite><style=Keyword>Frostbite</style></link> 5+ enemies<style=Variable></style>. When I level up, create a <link=card.create><style=AssociatedCard>Crystal Arrow</style></link> on top of deck.","You Frostbite 5+ enemies. When I level up, create a Crystal Arrow on top of deck.","""When I look out over my home, I see what it is, but also what it could be. Prosperous and plentiful, not only for my people, but for all those who seek peace. The Freljord, united.""",SIXMOREVODKA,Ashe,01FR038,[],[],,,Champion,Champion,,[],Champion,Unit,True,Set1
111,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE055.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE055-full.png'}]",Demacia,Demacia,4,3,2,<link=vocab.Play><style=Vocab>Play</style></link>: Give an ally <link=keyword.Challenger><sprite name=Challenger><style=Keyword>Challenger</style></link> this round.,Play: Give an ally Challenger this round.,,,"""He seemed a preening fop with an expensive blade--turns out he really knew how to swing that sword! I'd demand a rematch, but I missed his name with that ridiculous accent."" - Demacian Ensign",JiHun Lee,Laurent Duelist,01DE055,[],[],,,COMMON,Common,,[],,Unit,True,Set1
112,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ004.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ004-full.png'}]",Piltover & Zaun,PiltoverZaun,0,7,0,"Deal 3 to an enemy or the enemy Nexus, 2 to another, and 1 to another.","Deal 3 to an enemy or the enemy Nexus, 2 to another, and 1 to another.",,,"""When you've got talent, there's no such thing as a lucky shot."" - Ezreal",Max Grecke,Trueshot Barrage,01PZ004,['Slow'],['Slow'],Slow,Slow,EPIC,Epic,,[],,Spell,True,Set1
113,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE048.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE048-full.png'}]",Demacia,Demacia,4,4,3,Grant me +2|+2 once you've cast a 6+ cost spell this game.,Grant me +2|+2 once you've cast a 6+ cost spell this game.,,,"""Long ago, the wild magicks of the Rune Wars brought all Runeterra to its knees. Thus, our order was created to protect our kingdom by ridding it of magic, whether abroad or within."" - Mageseeker's Handbook",SIXMOREVODKA,Mageseeker Inciter,01DE048,[],[],,,RARE,Rare,,[],,Unit,True,Set1
114,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ056T9.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ056T9-full.png'}]",Piltover & Zaun,PiltoverZaun,4,4,1,,,,,"""PROGRESS CONTINUES! I have finally found a way to combine the raw power of hexenergy with my ball tosser! I present, the STORMLOBBER! Now to sleep.""
- Heimerdinger's Lab Notes, Vol. 4",SIXMOREVODKA,Mk4: Stormlobber,01PZ056T9,['Overwhelm'],['Overwhelm'],,,None,None,TECH,['TECH'],,Unit,False,Set1
115,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO024.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO024-full.png'}]",Ionia,Ionia,0,6,0,Summon 2 exact copies of an ally. They're <link=keyword.Ephemeral><sprite name=Ephemeral><style=Keyword>Ephemeral</style></link>.,Summon 2 exact copies of an ally. They're Ephemeral.,,,"""Shen is one man caught between the perils of two worlds, he will fail them both. I devote myself to Ionia alone."" - Zed",Kudos Productions,Dawn and Dusk,01IO024,['Slow'],['Slow'],Slow,Slow,RARE,Rare,,[],,Spell,True,Set1
116,[],"['01SI053T1', '01SI053']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI053T2.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI053T2-full.png'}]",Shadow Isles,ShadowIsles,4,2,3,Other Spider allies have <link=keyword.Challenger><sprite name=Challenger><style=Keyword>Challenger</style></link> and <link=keyword.Fearsome><sprite name=Fearsome><style=Keyword>Fearsome</style></link>.,Other Spider allies have Challenger and Fearsome.,,,Beauty is in the many eyes of the beholder.,SIXMOREVODKA,Spider Queen Elise,01SI053T2,"['Fearsome', 'Challenger']","['Fearsome', 'Challenger']",,,None,None,SPIDER,['SPIDER'],Champion,Unit,False,Set1
117,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE001.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE001-full.png'}]",Demacia,Demacia,3,4,3,<link=vocab.Allegiance><style=Vocab>Allegiance</style></link>: Grant other allies +1|+1.,Allegiance: Grant other allies +1|+1.,,,"""You must understand the weight of our banner. It flies for our king, our houses, our citizens. It is our unwavering belief in Demacia itself. Hold it high. Show them our pride."" - Tianna Crownguard ",SIXMOREVODKA,Vanguard Bannerman,01DE001,[],[],,,RARE,Rare,ELITE,['ELITE'],,Unit,True,Set1
118,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ020.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ020-full.png'}]",Piltover & Zaun,PiltoverZaun,1,1,1,,,,,"Her first launch was pure accident: she slipped inside a Progress Day cannon while preening herself. Now she's the toast of Piltover, arcing across the sky to the adoring gasps of the crowds below.",SIXMOREVODKA,Daring Poro,01PZ020,['Elusive'],['Elusive'],,,COMMON,Common,PORO,['PORO'],,Unit,True,Set1
119,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX021.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX021-full.png'}]",Noxus,Noxus,3,3,2,<link=vocab.Attack><style=Vocab>Attack</style></link>: Grant allied Legion Marauders <link=vocab.Everywhere><style=Vocab>everywhere</style></link> +1|+1.,Attack: Grant allied Legion Marauders everywhere +1|+1.,,,The Trifarian Legion is trailed by opportunistic brigands who prey on the weak and injured in its wake.,SIXMOREVODKA,Legion Marauder,01NX021,[],[],,,COMMON,Common,,[],,Unit,True,Set1
120,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR020.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR020-full.png'}]",Freljord,Freljord,0,4,0,Deal 2 to ALL units.,Deal 2 to ALL units.,,,The soul of every avalanche is a pebble that would not stay put.,SIXMOREVODKA,Avalanche,01FR020,['Slow'],['Slow'],Slow,Slow,RARE,Rare,,[],,Spell,True,Set1
121,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ046.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ046-full.png'}]",Piltover & Zaun,PiltoverZaun,0,1,0,Pick a card in hand. Shuffle 4 exact copies of it into your deck.,Pick a card in hand. Shuffle 4 exact copies of it into your deck.,,,Imitation is the sincerest form of thievery.,Kudos Productions,Counterfeit Copies,01PZ046,['Burst'],['Burst'],Burst,Burst,RARE,Rare,,[],,Spell,True,Set1
122,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO028.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO028-full.png'}]",Ionia,Ionia,2,3,2,<link=vocab.Play><style=Vocab>Play</style></link>: Grant me +3|+0 or +0|+3.,Play: Grant me +3|+0 or +0|+3.,,,"One of the oldest inhabitants of the Greenglade, it has withstood the test of time through constant adaptation.",SIXMOREVODKA,Scaled Snapper,01IO028,[],[],,,COMMON,Common,,[],,Unit,True,Set1
123,[],['01FR028'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR014.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR014-full.png'}]",Freljord,Freljord,1,1,2,<link=keyword.Last Breath><sprite name=LastBreath><style=Keyword>Last Breath</style></link>: Shuffle 2 <link=card.create><style=AssociatedCard>Enraged Yetis</style></link> into your deck.,Last Breath: Shuffle 2 Enraged Yetis into your deck.,,,"""It was so tiny and peaceful! Hard to believe it would grow up to be... well... a yeti."" - Avarosan Trapper",SIXMOREVODKA,Yeti Yearling,01FR014,['Last Breath'],['LastBreath'],,,COMMON,Common,YETI,['YETI'],,Unit,True,Set1
124,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI037.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI037-full.png'}]",Shadow Isles,ShadowIsles,1,1,1,,,,,"I mean, there are worse ways to die.",SIXMOREVODKA,Sinister Poro,01SI037,['Fearsome'],['Fearsome'],,,COMMON,Common,PORO,['PORO'],,Unit,True,Set1
125,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX009.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX009-full.png'}]",Noxus,Noxus,2,4,1,"When I'm summoned, grant me +1|+1 for each other ally you have.","When I'm summoned, grant me +1|+1 for each other ally you have.",,,"Some reckoners are adored for their charisma. Others, for their swift technique. Vessid possesses neither, but no one turns a rival to splatter with more efficiency.",SIXMOREVODKA,Crowd Favorite,01NX009,['Overwhelm'],['Overwhelm'],,,RARE,Rare,,[],,Unit,True,Set1
126,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO057.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO057-full.png'}]",Ionia,Ionia,1,3,2,"When I'm summoned, draw 1.","When I'm summoned, draw 1.",,,"Gracefully she glides
Noiseless steps in the shadows
Claws the only trace.",JiHun Lee,Shadow Assassin,01IO057,['Elusive'],['Elusive'],,,COMMON,Common,,[],,Unit,True,Set1
127,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO028T2.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO028T2-full.png'}]",Ionia,Ionia,5,3,2,,,,,"One of the oldest inhabitants of the Greenglade, it has withstood the test of time through constant adaptation.",SIXMOREVODKA,Scaled Snapper,01IO028T2,[],[],,,None,None,,[],,Unit,False,Set1
128,[],['01PZ054T1'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ054.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ054-full.png'}]",Piltover & Zaun,PiltoverZaun,1,2,3,<link=keyword.AttackSkillMark><sprite name=AttackSkillMark><style=Keyword>Attack</style></link>: Deal 2 to the enemy Nexus.,Attack: Deal 2 to the enemy Nexus.,,,"""You sure about this?""
""Nope.""
""You were supposed to say 'yes'.""
""You weren't supposed to ask.""",SIXMOREVODKA,Boomcrew Rookie,01PZ054,[],[],,,COMMON,Common,,[],,Unit,True,Set1
129,[],"['01NX020T1', '01NX020T3', '01NX020T2']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX020.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX020-full.png'}]",Noxus,Noxus,3,3,3,<link=vocab.Play><style=Vocab>Play</style></link> or <link=vocab.Strike><style=Vocab>Strike</style></link>: Create a <link=card.create><style=AssociatedCard>Spinning Axe</style></link> in hand.,Play or Strike: Create a Spinning Axe in hand.,I've <link=vocab.Strike><style=Vocab>struck</style></link> with two total <link=card.create><style=AssociatedCard>Spinning Axes</style></link><style=Variable></style>.,I've struck with two total Spinning Axes.,"""You want an autograph? Get in line, pal.""",SIXMOREVODKA,Draven,01NX020,['Quick Attack'],['QuickStrike'],,,Champion,Champion,,[],Champion,Unit,True,Set1
130,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX011.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX011-full.png'}]",Noxus,Noxus,0,3,0,A battling ally <link=vocab.Strike><style=Vocab>strikes</style></link> a battling enemy.,A battling ally strikes a battling enemy.,,,"""I have the best job."" - Draven",Rafael Zanchetin,Whirling Death,01NX011,['Fast'],['Fast'],Fast,Fast,COMMON,Common,,[],,Spell,True,Set1
131,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ052.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ052-full.png'}]",Piltover & Zaun,PiltoverZaun,0,2,0,Deal 2 to anything.,Deal 2 to anything.,,,"""I. Never. Miss. But I have been known to fire a warning shot or two..."" - Ezreal",Max Grecke,Mystic Shot,01PZ052,['Fast'],['Fast'],Fast,Fast,COMMON,Common,,[],,Spell,True,Set1
132,[],"['01FR024T4', '01FR024T3', '01FR024']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR024T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR024T1-full.png'}]",Freljord,Freljord,0,6,0,"<link=keyword.Frostbite><sprite name=Frostbite><style=Keyword>Frostbite</style></link> 2 enemies.
Shuffle an <link=card.level1><style=AssociatedCard>Anivia</style></link> into your deck.","Frostbite 2 enemies.
Shuffle an Anivia into your deck.",,,"""You'd challenge me on my own lands? You're ill-prepared, little one."" - Anivia",Kudos Productions,Anivia's Harsh Winds,01FR024T1,['Burst'],['Burst'],Burst,Burst,None,None,,[],Champion,Spell,False,Set1
133,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE043.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE043-full.png'}]",Demacia,Demacia,2,2,3,<link=vocab.Support><style=Vocab>Support</style></link>: Give my supported ally +1|+1 this round.,Support: Give my supported ally +1|+1 this round.,,,No one in the Demacian army should be trifled with.,SIXMOREVODKA,War Chefs,01DE043,[],[],,,COMMON,Common,,[],,Unit,True,Set1
134,[],"['01PZ052', '01PZ036T1', '01PZ036T2']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ036.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ036-full.png'}]",Piltover & Zaun,PiltoverZaun,1,3,3,<link=vocab.Nexus Strike><style=Vocab>Nexus Strike</style></link>: Create a <link=keyword.Fleeting><sprite name=Fleeting><style=Keyword>Fleeting</style></link> <link=card.create><style=AssociatedCard>Mystic Shot</style></link> in hand.,Nexus Strike: Create a Fleeting Mystic Shot in hand.,You've targeted enemies 8+ times<style=Variable></style>.,You've targeted enemies 8+ times.,"""Goggles? Check. Scarf? Check. Awesome gauntlet-with-magical-properties-that-I-totally understand? Check, check, aaaand check!""",SIXMOREVODKA,Ezreal,01PZ036,['Elusive'],['Elusive'],,,Champion,Champion,,[],Champion,Unit,True,Set1
135,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO028T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO028T1-full.png'}]",Ionia,Ionia,2,3,5,,,,,"One of the oldest inhabitants of the Greenglade, it has withstood the test of time through constant adaptation.",SIXMOREVODKA,Scaled Snapper,01IO028T1,[],[],,,None,None,,[],,Unit,False,Set1
136,[],"['01NX020T3', '01NX020']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX020T2.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX020T2-full.png'}]",Noxus,Noxus,0,3,0,"A battling ally <link=vocab.Strike><style=Vocab>strikes</style></link> a battling enemy.
Shuffle a <link=card.level1><style=AssociatedCard>Draven</style></link> into your deck.","A battling ally strikes a battling enemy.
Shuffle a Draven into your deck.",,,"""I have the best job."" - Draven",Rafael Zanchetin,Draven's Whirling Death,01NX020T2,['Fast'],['Fast'],Fast,Fast,None,None,,[],Champion,Spell,False,Set1
137,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI048T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI048T1-full.png'}]",Shadow Isles,ShadowIsles,4,2,3,,,,,"Time may have stopped, but madness remains. ",SIXMOREVODKA,Escaped Abomination,01SI048T1,[],[],,,None,None,,[],,Unit,False,Set1
138,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ015.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ015-full.png'}]",Piltover & Zaun,PiltoverZaun,8,8,8,,,,,"""IT'S FINALLY COMPLETE! SIX-HUNDRED AND FIFTY-TWO FEET OF ROTARY-TEMPERED, HEX-PLATED, QUADRANIUM-CELL-POWERED STOMPING!!! My finest work, if I daresaysomyself."" - Heimerdinger's Lab Notes, Vol. 8",SIXMOREVODKA,T-Hex,01PZ015,[],[],,,None,None,TECH,['TECH'],,Unit,False,Set1
139,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX053.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX053-full.png'}]",Noxus,Noxus,0,6,0,"If you have a 5+ Power ally, kill ALL units with 4 or less Power.","If you have a 5+ Power ally, kill ALL units with 4 or less Power.",,,"""WHO'S READY TO REEEEEECKONNNNNN?!"" - Arena Battlecaster",Kudos Productions,Reckoning,01NX053,['Slow'],['Slow'],Slow,Slow,EPIC,Epic,,[],,Spell,True,Set1
140,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ005.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ005-full.png'}]",Piltover & Zaun,PiltoverZaun,0,6,0,Transform a follower into another follower.,Transform a follower into another follower.,,,"""YOU KEPT SAYING YOU WANTED TO LOSE WEIGHT.""
""SO YOU TURNED ME INTO A YORDLE?!""
""YOU LOST WEIGHT!""
""...I'M ALSO A YORDLE!""",Kudos Productions,Hextech Transmogulator,01PZ005,['Fast'],['Fast'],Fast,Fast,RARE,Rare,,[],,Spell,True,Set1
141,[],"['01SI052T1', '01SI052T2']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI052.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI052-full.png'}]",Shadow Isles,ShadowIsles,3,5,6,,,I've seen 6+ units die<style=Variable></style>.,I've seen 6+ units die.,"Cling clang, go the chains, someone's out to find you,
Cling clang, oh the chains, the Warden's right behind you...",SIXMOREVODKA,Thresh,01SI052,['Challenger'],['Challenger'],,,Champion,Champion,,[],Champion,Unit,True,Set1
142,[],"['01DE022', '01DE022T2']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE022T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE022T1-full.png'}]",Demacia,Demacia,4,2,3,"Each round, the first time an ally dies, <link=vocab.Rally><style=Vocab>Rally</style></link>.","Each round, the first time an ally dies, Rally.",,,"""World's full of monsters. If you're lucky, they're the ones you can see. The worst are the ones that stay under your skin.""",SIXMOREVODKA,Lucian,01DE022T1,['Double Attack'],['DoubleStrike'],,,None,None,,[],Champion,Unit,False,Set1
143,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE049.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE049-full.png'}]",Demacia,Demacia,1,1,1,,,,,"""New recruit has the kind of endurance and courage shown by our finest soldiers. Will he make it to the Vanguard someday? He's... smaller than the rest, but we'll see."" - Vanguard Sergeant",SIXMOREVODKA,Plucky Poro,01DE049,['Tough'],['Tough'],,,COMMON,Common,PORO,['PORO'],,Unit,True,Set1
144,[],"['01DE012', '01DE012T1']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE012T2.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE012T2-full.png'}]",Demacia,Demacia,0,8,0,"A battling ally <link=vocab.Strike><style=Vocab>strikes</style></link> all battling enemies.
Shuffle a <link=card.level1><style=AssociatedCard>Garen</style></link> into your deck.","A battling ally strikes all battling enemies.
Shuffle a Garen into your deck.",,,Justice always comes full circle.,Kudos Productions,Garen's Judgment,01DE012T2,['Fast'],['Fast'],Fast,Fast,None,None,,[],Champion,Spell,False,Set1
145,[],['01SI033T1'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI033.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI033-full.png'}]",Shadow Isles,ShadowIsles,9,9,6,"<link=keyword.PlaySkillMark><sprite name=PlaySkillMark><style=Keyword>Play</style></link>: Deal damage to the enemy Nexus equal to half its Health, rounded up.
<link=keyword.Last Breath><sprite name=LastBreath><style=Keyword>Last Breath</style></link>: Return me to hand.","Play: Deal damage to the enemy Nexus equal to half its Health, rounded up.
Last Breath: Return me to hand.",,,"Most spirits lost themselves as the passing years eroded their memories. But anguish anchored Ledros to his past. Some things, even time cannot absolve.",SIXMOREVODKA,Commander Ledros,01SI033,"['Fearsome', 'Last Breath']","['Fearsome', 'LastBreath']",,,EPIC,Epic,,[],,Unit,True,Set1
146,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ021.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ021-full.png'}]",Piltover & Zaun,PiltoverZaun,5,5,3,<link=vocab.Nexus Strike><style=Vocab>Nexus Strike</style></link>: Summon an exact copy of me.,Nexus Strike: Summon an exact copy of me.,,,"""Mr. Berz, we found you asleep INSIDE the vault, covered in golden cogs and clutching the safe's broken door.""
""Weren't me. Jus' some fella wot look like me.""
""You're still holding the door.""
""Prove it.""",SIXMOREVODKA,Midenstokke Henchmen,01PZ021,[],[],,,RARE,Rare,,[],,Unit,True,Set1
147,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI003.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI003-full.png'}]",Shadow Isles,ShadowIsles,0,9,0,Revive the 6 <link=vocab.Strongest><style=Vocab>Strongest</style></link> allies that died this game and grant them <link=keyword.Ephemeral><sprite name=Ephemeral><style=Keyword>Ephemeral</style></link>.,Revive the 6 Strongest allies that died this game and grant them Ephemeral.,,,"On certain nights, a tide of hungry spirits swells the Black Mist. It carries them across the seas to prey on the living, and feed the growing darkness with foul new unlife.",Rafael Zanchetin,The Harrowing,01SI003,['Slow'],['Slow'],Slow,Slow,EPIC,Epic,,[],,Spell,True,Set1
